,Job title,Job link,city,Seniority level,Employment type,Job function,Industries
555,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-mars-3392022067?refId=rJkztGeT7tDguiWK%2Bu7v3Q%3D%3D&trackingId=D9kt1epvzz%2BJ8mnm1wa92Q%3D%3D&position=9&pageNum=22&trk=public_jobs_jserp-result_search-card,"Chicago, IL",Entry level,Full-time,Engineering and Information Technology,Manufacturing
556,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-turnberry-solutions-3399335151?refId=rJkztGeT7tDguiWK%2Bu7v3Q%3D%3D&trackingId=Ym3WRQ%2F9zLnGsSsQ2TXRRg%3D%3D&position=10&pageNum=22&trk=public_jobs_jserp-result_search-card,"Reston, VA",Mid-Senior level,Contract,Information Technology,Business Consulting and Services
557,Data Analyst - Part-Time position,https://www.linkedin.com/jobs/view/data-analyst-part-time-position-at-peer-consulting-resources-inc-3396151322?refId=rJkztGeT7tDguiWK%2Bu7v3Q%3D%3D&trackingId=1njiThPkI43Dl1p5D2zXxw%3D%3D&position=11&pageNum=22&trk=public_jobs_jserp-result_search-card,New York City Metropolitan Area,Mid-Senior level,Contract,"Information Technology, Production, and Science","IT Services and IT Consulting, Information Services, and Software Development"
558,data scientist sr-digital customer analytics,https://www.linkedin.com/jobs/view/data-scientist-sr-digital-customer-analytics-at-starbucks-3390611591?refId=rJkztGeT7tDguiWK%2Bu7v3Q%3D%3D&trackingId=vYj8wzvIBh7%2BvsnbWrHWxQ%3D%3D&position=12&pageNum=22&trk=public_jobs_jserp-result_search-card,"Seattle, WA",Not Applicable,Full-time,Management and Strategy/Planning,"Food and Beverage Services, Manufacturing, and Retail"
559,"Manager, Data Scientist, Digital Analytics",https://www.linkedin.com/jobs/view/manager-data-scientist-digital-analytics-at-panera-bread-3386999231?refId=rJkztGeT7tDguiWK%2Bu7v3Q%3D%3D&trackingId=eE3hi0F7zSdXP6QqF1bcOg%3D%3D&position=13&pageNum=22&trk=public_jobs_jserp-result_search-card,United States,Mid-Senior level,Full-time,Marketing,Restaurants
560,Senior Data Scientist for Oil and Gas,https://www.linkedin.com/jobs/view/senior-data-scientist-for-oil-and-gas-at-ayata-3385042746?refId=rJkztGeT7tDguiWK%2Bu7v3Q%3D%3D&trackingId=xYXM%2BLKmujYOuHre8vyRtA%3D%3D&position=14&pageNum=22&trk=public_jobs_jserp-result_search-card,"Houston, TX",Not Applicable,Full-time,Engineering,"Technology, Information and Internet"
561,Data Scientist - Islamic Law,https://www.linkedin.com/jobs/view/data-scientist-islamic-law-at-millennial-tech-3389743652?refId=rJkztGeT7tDguiWK%2Bu7v3Q%3D%3D&trackingId=GkRKactAykNKuIlMYY%2BZtQ%3D%3D&position=15&pageNum=22&trk=public_jobs_jserp-result_search-card,United States,Mid-Senior level,Contract,Engineering and Information Technology,IT Services and IT Consulting
562,Research Data Scientist,https://www.linkedin.com/jobs/view/research-data-scientist-at-compunnel-inc-3392463310?refId=rJkztGeT7tDguiWK%2Bu7v3Q%3D%3D&trackingId=4PpmOVsSEiVxg1vne5oMPw%3D%3D&position=16&pageNum=22&trk=public_jobs_jserp-result_search-card,"Cambridge, MA",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
563,SQL Data Scientist,https://www.linkedin.com/jobs/view/sql-data-scientist-at-security-finance-3397775611?refId=rJkztGeT7tDguiWK%2Bu7v3Q%3D%3D&trackingId=Y46cD1NuzR2tpibFjT4g0g%3D%3D&position=17&pageNum=22&trk=public_jobs_jserp-result_search-card,"Spartanburg, SC",Entry level,Full-time,"Information Technology, Finance, and Other",Financial Services
564,Data Engineer,https://www.linkedin.com/jobs/view/data-engineer-at-sonde-health-inc-3393227689?refId=rJkztGeT7tDguiWK%2Bu7v3Q%3D%3D&trackingId=W%2FE8RhBCsC0tH2KLHjY1Fw%3D%3D&position=18&pageNum=22&trk=public_jobs_jserp-result_search-card,"Boston, MA",Mid-Senior level,Full-time,Information Technology,Internet Publishing
565,Computational Scientist,https://www.linkedin.com/jobs/view/computational-scientist-at-biospace-3395215787?refId=rJkztGeT7tDguiWK%2Bu7v3Q%3D%3D&trackingId=cn5P%2BMkUlKHUsOB1cMZ0DQ%3D%3D&position=19&pageNum=22&trk=public_jobs_jserp-result_search-card,"Cambridge, MA",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Online Audio and Video Media
566,Data Analyst,https://www.linkedin.com/jobs/view/data-analyst-at-valley-women-s-health-3405316761?refId=rJkztGeT7tDguiWK%2Bu7v3Q%3D%3D&trackingId=dE%2FxZDeviI9I5WulWrDyog%3D%3D&position=20&pageNum=22&trk=public_jobs_jserp-result_search-card,"Provo, UT",Entry level,Full-time,Information Technology,Medical Practices
567,Data Science Analyst,https://www.linkedin.com/jobs/view/data-science-analyst-at-american-heart-association-3380303812?refId=rJkztGeT7tDguiWK%2Bu7v3Q%3D%3D&trackingId=X851OPOUWbwWKt6sPzCnLw%3D%3D&position=21&pageNum=22&trk=public_jobs_jserp-result_search-card,"Cincinnati, OH",Entry level,Full-time,Information Technology,Wellness and Fitness Services
568,Machine Learning Applications Engineer,https://www.linkedin.com/jobs/view/machine-learning-applications-engineer-at-acceler8-talent-3388334247?refId=rJkztGeT7tDguiWK%2Bu7v3Q%3D%3D&trackingId=xSdjJQZ08H2G%2FheUUlfa%2FQ%3D%3D&position=22&pageNum=22&trk=public_jobs_jserp-result_search-card,"California, United States",Mid-Senior level,Full-time,Engineering and Information Technology,"IT Services and IT Consulting, Computer Hardware Manufacturing, and Semiconductor Manufacturing"
569,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-scientific-games-3394925716?refId=rJkztGeT7tDguiWK%2Bu7v3Q%3D%3D&trackingId=ad%2Bs7NH0HRyjRBtJnSuiIg%3D%3D&position=23&pageNum=22&trk=public_jobs_jserp-result_search-card,"Alpharetta, GA",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
570,Quantitative Analyst,https://www.linkedin.com/jobs/view/quantitative-analyst-at-tradesmith-llc-3395538239?refId=rJkztGeT7tDguiWK%2Bu7v3Q%3D%3D&trackingId=XpVHnmbpwFA0k7Iz%2ByTHzw%3D%3D&position=24&pageNum=22&trk=public_jobs_jserp-result_search-card,"Baltimore, MD",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Financial Services
571,Data Science Analyst,https://www.linkedin.com/jobs/view/data-science-analyst-at-american-heart-association-3380306466?refId=rJkztGeT7tDguiWK%2Bu7v3Q%3D%3D&trackingId=cHCJAvK8z4qZ0qwLNTuiKQ%3D%3D&position=25&pageNum=22&trk=public_jobs_jserp-result_search-card,"Charlotte, NC",Entry level,Full-time,Information Technology,Wellness and Fitness Services
572,Data Science Analyst,https://www.linkedin.com/jobs/view/data-science-analyst-at-american-heart-association-3380302771?refId=ZiGG0gk0XpuCQTfXd987cg%3D%3D&trackingId=WAn7tdyQuByst4jDarr7Kw%3D%3D&position=1&pageNum=23&trk=public_jobs_jserp-result_search-card,"Charlotte, NC",Entry level,Full-time,Information Technology,Wellness and Fitness Services
573,Data Engineer - SQL/Python/ETL,https://www.linkedin.com/jobs/view/data-engineer-sql-python-etl-at-profocus-technology-3382582062?refId=ZiGG0gk0XpuCQTfXd987cg%3D%3D&trackingId=p4uNo7lJjBoapDeY%2B2IVYw%3D%3D&position=2&pageNum=23&trk=public_jobs_jserp-result_search-card,United States,Mid-Senior level,Full-time,Engineering and Information Technology,Staffing and Recruiting
574,Robotics Engineer I,https://www.linkedin.com/jobs/view/robotics-engineer-i-at-arcbest-technologies-3393659565?refId=ZiGG0gk0XpuCQTfXd987cg%3D%3D&trackingId=HHAqpVRfIbaxQtQZbnCXPA%3D%3D&position=3&pageNum=23&trk=public_jobs_jserp-result_search-card,"Fort Smith, AR",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
575,Data Science Analyst,https://www.linkedin.com/jobs/view/data-science-analyst-at-american-heart-association-3380307367?refId=ZiGG0gk0XpuCQTfXd987cg%3D%3D&trackingId=PC1C9ParI0Q6Io6t5AMa5g%3D%3D&position=4&pageNum=23&trk=public_jobs_jserp-result_search-card,"Indianapolis, IN",Entry level,Full-time,Information Technology,Wellness and Fitness Services
576,Data Scientist (Experimental Design AND A/B Testing Needed),https://www.linkedin.com/jobs/view/data-scientist-experimental-design-and-a-b-testing-needed-at-curate-partners-3397877405?refId=ZiGG0gk0XpuCQTfXd987cg%3D%3D&trackingId=PE0fFbTUo2zucThPwjrndA%3D%3D&position=5&pageNum=23&trk=public_jobs_jserp-result_search-card,United States,Mid-Senior level,Contract,Information Technology and Analyst,Hospitals and Health Care and Pharmaceutical Manufacturing
577,"Intern, Computational Genomics - Data Analytics (Boston, MA)",https://www.linkedin.com/jobs/view/intern-computational-genomics-data-analytics-boston-ma-at-vertex-pharmaceuticals-3383326253?refId=ZiGG0gk0XpuCQTfXd987cg%3D%3D&trackingId=WmGYmJvePgIAmpG%2BTY3nSw%3D%3D&position=6&pageNum=23&trk=public_jobs_jserp-result_search-card,"Boston, MA",Internship,Internship,Education and Training,"Research Services, Biotechnology Research, and Pharmaceutical Manufacturing"
578,Artificial Intelligence (AI) Winter/Spring Intern,https://www.linkedin.com/jobs/view/artificial-intelligence-ai-winter-spring-intern-at-mid-atlantic-permanente-medical-group-kaiser-permanente-3396907458?refId=ZiGG0gk0XpuCQTfXd987cg%3D%3D&trackingId=5BHbO8aRN11P8PuHYknFIg%3D%3D&position=7&pageNum=23&trk=public_jobs_jserp-result_search-card,"Rockville, MD",Mid-Senior level,Internship,Engineering and Information Technology,Medical Practices
579,2023 Summer Intern - Computational Biology: Deep Learning for Genomics & Clinical Data Integration,https://www.linkedin.com/jobs/view/2023-summer-intern-computational-biology-deep-learning-for-genomics-clinical-data-integration-at-roche-3400983723?refId=ZiGG0gk0XpuCQTfXd987cg%3D%3D&trackingId=wROcnaeD4PtUnsiLGuTMuQ%3D%3D&position=8&pageNum=23&trk=public_jobs_jserp-result_search-card,"Santa Clara, CA",Entry level,Full-time,Training and Education,"Medical Equipment Manufacturing, Biotechnology Research, and Pharmaceutical Manufacturing"
580,Data Analyst,https://www.linkedin.com/jobs/view/data-analyst-at-j-crew-3390277647?refId=ZiGG0gk0XpuCQTfXd987cg%3D%3D&trackingId=9YcTd3bY04zulgAk83DuYA%3D%3D&position=9&pageNum=23&trk=public_jobs_jserp-result_search-card,"Asheville, NC",Entry level,Full-time,"Analyst, Supply Chain, and Information Technology","Retail Apparel and Fashion, Transportation, Logistics, Supply Chain and Storage, and Retail"
581,Data Scientist (699587),https://www.linkedin.com/jobs/view/data-scientist-699587-at-epathusa-inc-3384583003?refId=ZiGG0gk0XpuCQTfXd987cg%3D%3D&trackingId=S1CytmDhi9Xmk3hfUVfvpQ%3D%3D&position=10&pageNum=23&trk=public_jobs_jserp-result_search-card,"Richmond, VA",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
582,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-beacon-street-studios-inc-3401508155?refId=ZiGG0gk0XpuCQTfXd987cg%3D%3D&trackingId=%2BMx6azfS5a2do49%2BFrzrvQ%3D%3D&position=11&pageNum=23&trk=public_jobs_jserp-result_search-card,"Arlington, VA",Entry level,Full-time,Engineering and Information Technology,Musicians
583,Data Analyst (Remote Eligible),https://www.linkedin.com/jobs/view/data-analyst-remote-eligible-at-busey-3392147419?refId=ZiGG0gk0XpuCQTfXd987cg%3D%3D&trackingId=xaCdtBFAVpTfXlqJ%2B%2FE3Jw%3D%3D&position=12&pageNum=23&trk=public_jobs_jserp-result_search-card,United States,Associate,Full-time,Analyst,Banking
584,Senior Data Scientist,https://www.linkedin.com/jobs/view/senior-data-scientist-at-ayata-3393557278?refId=ZiGG0gk0XpuCQTfXd987cg%3D%3D&trackingId=TeoNtoMFf4iZ7Yl5iWsoIQ%3D%3D&position=13&pageNum=23&trk=public_jobs_jserp-result_search-card,"Houston, TX",Not Applicable,Full-time,Engineering,"Technology, Information and Internet"
585,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-emonics-llc-3393249338?refId=ZiGG0gk0XpuCQTfXd987cg%3D%3D&trackingId=k5CE44NtLoQTDFuMmLacaw%3D%3D&position=14&pageNum=23&trk=public_jobs_jserp-result_search-card,"San Francisco, CA",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
586,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-diverse-lynx-3405520655?refId=ZiGG0gk0XpuCQTfXd987cg%3D%3D&trackingId=Ogt0xoq32zAQ1WWuPEJMlA%3D%3D&position=15&pageNum=23&trk=public_jobs_jserp-result_search-card,"Schaumburg, IL",Entry level,Full-time,Engineering and Information Technology,Software Development
587,Senior Machine Learning Engineer,https://www.linkedin.com/jobs/view/senior-machine-learning-engineer-at-thisway-global-3385050089?refId=ZiGG0gk0XpuCQTfXd987cg%3D%3D&trackingId=qd9s0KbLxLipd4Vjpwdjww%3D%3D&position=16&pageNum=23&trk=public_jobs_jserp-result_search-card,"San Francisco, CA",Not Applicable,Full-time,Information Technology,"Technology, Information and Internet"
588,Data Analyst,https://www.linkedin.com/jobs/view/data-analyst-at-college-possible-3384385424?refId=ZiGG0gk0XpuCQTfXd987cg%3D%3D&trackingId=DFgxARCLiNqJVrWLLpYnBQ%3D%3D&position=17&pageNum=23&trk=public_jobs_jserp-result_search-card,United States,Entry level,Full-time,Information Technology,Non-profit Organizations
589,Research Data Analyst,https://www.linkedin.com/jobs/view/research-data-analyst-at-wellspace-health-3393203551?refId=ZiGG0gk0XpuCQTfXd987cg%3D%3D&trackingId=7S4qgkMPyqYLQiw1LMcQNg%3D%3D&position=18&pageNum=23&trk=public_jobs_jserp-result_search-card,"Sacramento, CA",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Hospitals and Health Care
590,Machine Learning,https://www.linkedin.com/jobs/view/machine-learning-at-diverse-lynx-3405526972?refId=ZiGG0gk0XpuCQTfXd987cg%3D%3D&trackingId=YiLddDyIJ%2BQnTZV%2B%2FnLRPg%3D%3D&position=19&pageNum=23&trk=public_jobs_jserp-result_search-card,"Austin, TX",Entry level,Contract,Engineering and Information Technology,Software Development
591,Data Scientist - 242102,https://www.linkedin.com/jobs/view/data-scientist-242102-at-university-of-rochester-3395759663?refId=ZiGG0gk0XpuCQTfXd987cg%3D%3D&trackingId=N2fddkIMkS8LkWEhmHrs7A%3D%3D&position=20&pageNum=23&trk=public_jobs_jserp-result_search-card,"Rochester, NY",Entry level,Full-time,Engineering and Information Technology,Higher Education
592,Data Analytics Intern,https://www.linkedin.com/jobs/view/data-analytics-intern-at-sands-capital-3393364473?refId=ZiGG0gk0XpuCQTfXd987cg%3D%3D&trackingId=d2zKqashfhtXyg7%2BfSpKKw%3D%3D&position=21&pageNum=23&trk=public_jobs_jserp-result_search-card,"Arlington, VA",Internship,Internship,Strategy/Planning and Analyst,Financial Services and Investment Management
593,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-sunrise-systems-inc-3405398896?refId=ZiGG0gk0XpuCQTfXd987cg%3D%3D&trackingId=SnR7c0CnWOV%2BLMOtqYmXkg%3D%3D&position=22&pageNum=23&trk=public_jobs_jserp-result_search-card,"Lawrenceville, NJ",Entry level,Contract,Engineering and Information Technology,IT Services and IT Consulting
594,AI Machine Learning Engineer,https://www.linkedin.com/jobs/view/ai-machine-learning-engineer-at-lockheed-martin-3405721039?refId=ZiGG0gk0XpuCQTfXd987cg%3D%3D&trackingId=11WKRXmIXxMFWUGsdWh5dQ%3D%3D&position=23&pageNum=23&trk=public_jobs_jserp-result_search-card,Buffalo-Niagara Falls Area,Entry level,Full-time,Engineering and Information Technology,Defense and Space Manufacturing
595,AI Machine Learning Engineer,https://www.linkedin.com/jobs/view/ai-machine-learning-engineer-at-lockheed-martin-3405722483?refId=ZiGG0gk0XpuCQTfXd987cg%3D%3D&trackingId=NHkGotjEYNkRM267gtMI2A%3D%3D&position=24&pageNum=23&trk=public_jobs_jserp-result_search-card,Buffalo-Niagara Falls Area,Entry level,Full-time,Engineering and Information Technology,Defense and Space Manufacturing
596,Machine Learning,https://www.linkedin.com/jobs/view/machine-learning-at-diverse-lynx-3405530373?refId=ZiGG0gk0XpuCQTfXd987cg%3D%3D&trackingId=GLtHgnw7wgsoLP%2FB47gaJw%3D%3D&position=25&pageNum=23&trk=public_jobs_jserp-result_search-card,"Austin, TX",Entry level,Contract,Engineering and Information Technology,Software Development
597,Python Data Scientist,https://www.linkedin.com/jobs/view/python-data-scientist-at-brains-workgroup-3389790796?refId=cncSR3mAc1ltRWaCSLMaCQ%3D%3D&trackingId=D9L1FH9LxekkSWj0%2BlKadg%3D%3D&position=1&pageNum=24&trk=public_jobs_jserp-result_search-card,"Pennsylvania, United States",Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting
598,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-jobot-3390115518?refId=cncSR3mAc1ltRWaCSLMaCQ%3D%3D&trackingId=SYXbXFUANql3AuRWTNDOng%3D%3D&position=2&pageNum=24&trk=public_jobs_jserp-result_search-card,"New York, NY",Mid-Senior level,Full-time,Engineering and Information Technology,"Construction, Civil Engineering, and Industrial Machinery Manufacturing"
599,Data Science Analyst,https://www.linkedin.com/jobs/view/data-science-analyst-at-american-heart-association-3380309171?refId=cncSR3mAc1ltRWaCSLMaCQ%3D%3D&trackingId=y7eEeq%2BE4gbZh%2BUtJIVOsw%3D%3D&position=3&pageNum=24&trk=public_jobs_jserp-result_search-card,"Atlanta, GA",Entry level,Full-time,Information Technology,Wellness and Fitness Services
600,Data Analytics Intern (Summer 2023),https://www.linkedin.com/jobs/view/data-analytics-intern-summer-2023-at-sands-capital-3394486984?refId=cncSR3mAc1ltRWaCSLMaCQ%3D%3D&trackingId=fgtUJv7JIFbbDPw%2F0rjq%2FA%3D%3D&position=4&pageNum=24&trk=public_jobs_jserp-result_search-card,"Arlington, VA",Internship,Internship,Information Technology,Investment Management
601,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-at-compunnel-inc-3390919496?refId=cncSR3mAc1ltRWaCSLMaCQ%3D%3D&trackingId=7kvwc0Jnuqlh%2BakATaIE4w%3D%3D&position=5&pageNum=24&trk=public_jobs_jserp-result_search-card,"Cincinnati, OH",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
602,DATA SCIENTIST,https://www.linkedin.com/jobs/view/data-scientist-at-diverse-lynx-3405522827?refId=cncSR3mAc1ltRWaCSLMaCQ%3D%3D&trackingId=2QWl%2FK1R7ep1nb%2FZ%2F%2BNoGg%3D%3D&position=6&pageNum=24&trk=public_jobs_jserp-result_search-card,"Plano, TX",Entry level,Contract,Engineering and Information Technology,Software Development
603,Data Engineer,https://www.linkedin.com/jobs/view/data-engineer-at-cope-health-solutions-3394536180?refId=cncSR3mAc1ltRWaCSLMaCQ%3D%3D&trackingId=GD%2BkFlEU1TFqp8voOpZiHg%3D%3D&position=7&pageNum=24&trk=public_jobs_jserp-result_search-card,United States,Mid-Senior level,Full-time,"Analyst, Engineering, and Consulting",Business Consulting and Services
604,Data Analysis Intern,https://www.linkedin.com/jobs/view/data-analysis-intern-at-hp-3384031144?refId=cncSR3mAc1ltRWaCSLMaCQ%3D%3D&trackingId=H0UGe1dEgOfUqMRds0RIzg%3D%3D&position=8&pageNum=24&trk=public_jobs_jserp-result_search-card,"Alpharetta, GA",Internship,Full-time,Information Technology,"IT Services and IT Consulting, Computer Hardware Manufacturing, and Software Development"
